split,stem,image_width,image_height,background_pixels,cat_pixels,dog_pixels,ignored_pixels,foreground_pixels,foreground_fraction,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,component_count,largest_component_pixels,present_classes,image_sha256,image_dhash,mask_sha256,quality_status
val,000000144961_4897,256,256,62073,0,3463,0,3463,0.0528411865234375,84,153,225,210,141,57,1,3463,dog,a743370e3f50207feb7c5b3555c9ad2ecc11cc873f1b247c4396ad7f315dae58,f1e76131594b2330,a7b1db5297f317096c8ed70202746fd170cd0c28bda9a0e4f933dd7f918fec0a,ok
val,000000145312_744,256,256,58379,0,7157,0,7157,0.1092071533203125,47,31,193,210,146,179,1,7157,dog,bad090aaf1c2775a9c23a52abb277dbb53f10e978024eafa83fdea4a6f0eac96,b0cad4ce676d5e20,f460f3137208268feb578f54411943e7d01db5ceb36f703dd96029c2f594102a,ok
val,000000145448_1357,256,256,53542,11994,0,0,11994,0.183013916015625,105,62,221,231,116,169,1,11994,cat,b17dfef8a90134a4086ba05171ab56c5137bae75318343bff547c8fa72ce178c,62f0c81a18cc8d63,643bc462b071788b099cdaf1a883b7bfe00cbe3a3fabe94e66cd6112958623b0,ok
val,000000145476_5011,256,256,50809,14727,0,0,14727,0.2247161865234375,107,57,234,226,127,169,3,12752,cat,81cf63f6c863276b4b48f3ea5d4a08a07ef69c6d68f12b054be33720f44b2711,416366353964e4f7,245240aff5a7a58488b6ef3ba3b4d67805058c16b56a2aab28e50bc8d1d1f864,ok
val,000000145567_1079,256,256,64301,0,1235,0,1235,0.0188446044921875,140,134,191,177,51,43,1,1235,dog,7c623c50f474eecf964555eb7dfb470f51102818c28a3065c7ba9e63a43a6bbc,222646b276840028,55a0850bde25ca708d335d88687ff7a6008a78be6bd11c2b490b0ece2dc7e5fd,ok
val,000000145912_5633,256,256,60247,0,5289,0,5289,0.0807037353515625,107,36,228,127,121,91,3,5287,dog,e37ace889965d0791f5b9b478255b956c1d496bdd75fba2b1778032478c4f229,5192b2b2c8e61964,1de88db2414c3a8e2dfac8f5c6f059f76066e6986096704e19f1afd670babd2a,ok
val,000000152299_3788,256,256,57499,0,8037,0,8037,0.1226348876953125,28,29,135,196,107,167,2,8036,dog,45ba1d025c588eecea5ce34ba0813cb19860577038622735d11f11f9dceb9436,c6cd91296947e4cc,bbd17b746317dca335e1441cd02ce945c041e2d3ac2d467f322a6a5a69cbfb15,ok
val,000000153824_5224,256,256,56348,9188,0,0,9188,0.14019775390625,121,90,231,226,110,136,1,9188,cat,34551af85b8f82bda28f4c8a9ba3ef6ab43fa842c404ff65166bcd4f263dcc91,921c1a0a49010830,a768bd1c4547813605ee458257219cc585f2fab6a30c69f8c5514d1e6f574a7d,ok
val,000000157806_7276,256,256,62568,0,2968,0,2968,0.0452880859375,31,132,120,236,89,104,1,2968,dog,1a7a0801b310362f57e8c10281b27ade2da6e62ce87b9c1102b7e2d7a32ac837,f9e4e4e5c58ef75b,14c99f9280c459d6f5bf57417fd14ff4ec032bff50977d4f4b6f30b9abf6b5bb,ok
val,000000162396_4603,256,256,61013,0,4523,0,4523,0.0690155029296875,64,119,197,217,133,98,1,4523,dog,142db660a7eb5f1838bee711212c53472026ba4bb150ee39e32e062ebe1d931d,806860f2cfccdc11,3015d35a56dab10ff0e7eaa9e96625463b5947d54b6518447dd9808fead0eece,ok
val,000000166049_5725,256,256,60954,0,4582,0,4582,0.069915771484375,128,66,206,229,78,163,1,4582,dog,db069942e6ef4fb34e7f89612356d8aeea4f81f21876e09aa23ca3434af37e9e,80c0edcc9cc60411,2b7c7323a64c4311fc01dd31daa0f8dd2abd42e662cc62526fecd66359a11561,ok
val,000000173019_2644,256,256,62061,0,3475,0,3475,0.0530242919921875,44,40,118,152,74,112,1,3475,dog,47cb3d8c24ac9cf659f5c19f8fb370f641f01a40710fbf680b3217328a027cc0,d3d3f7f7bbfdde99,aa06ee72173f741af33640559af96c17c3500cbb0c646eea630a9ffb47bcfd76,ok
val,000000174871_523,256,256,55773,9763,0,0,9763,0.1489715576171875,21,47,190,196,169,149,1,9763,cat,4c222f5f165f7b1e75bd4429618df5038752696eb101acec3cb8d8cf5997eee4,62e6da9381c35373,660802919241208909c29a2a30ec4723b1b224cb84dd5af7377562f2d638a071,ok
val,000000175421_3853,256,256,61147,4389,0,0,4389,0.0669708251953125,61,100,221,146,160,46,1,4389,cat,81214a0a85364f798e2ce9bf54b03e56f395aff8d573e61096b4031c3184dc58,125a5770f090932b,c0146cd86271d3d50decec4efa7a5cb142d9b5c60d2b399cef2383652625b204,ok
val,000000176089_3668,256,256,58388,7148,0,0,7148,0.10906982421875,136,52,218,168,82,116,1,7148,cat,c6804de38365c042ab812e2c4f24a42736d1f3d87072511643c83b2b0d922d9e,74fa383c68384c49,486bbb2ea081403671949dc6a1f437655056dec535b930fe650ed74a876728a6,ok
val,000000178692_4197,256,256,51829,13707,0,0,13707,0.2091522216796875,61,48,228,167,167,119,1,13707,cat,4493fd4115d2675807c4d5f4c12c631d23a590b6a805969b7190e5dbf182307b,8c93030f0f810306,82a4be9836c766bfc5b9e019d867358c49d8388861977e67db59e7eb7bff10f2,ok
val,000000178948_697,256,256,63100,0,2436,0,2436,0.03717041015625,122,55,193,135,71,80,1,2436,dog,af7c023e1a4611205789dd7c54578a806be417a5164b02de106d76c9b419338a,494d8722e2cc84a2,e0805ac160aa4cd7c891f6ce470de75899db12a68a6b89006529ff1df639cb72,ok
val,000000179964_3347,256,256,58750,0,6786,0,6786,0.103546142578125,53,72,177,230,124,158,1,6786,dog,cc38da74a3d3dd6c9e70644b4c9ad02806cc3191bd08ed19b6843cc01e53da49,162331339694b293,a4a2865a6b6558ce567f8eb51a8f6b9d817c9334faecb2453579a05c8b5450dc,ok
val,000000181894_5773,256,256,58245,0,7291,0,7291,0.1112518310546875,64,126,190,229,126,103,1,7291,dog,a2f1a431e8b2191b2ff1c356f4a1b912977621ba6bbe0c33eca15875570c51c7,c6347086878d8fee,81fd878ab70561fd0bb79d786b0fe2bcc1ea07f46630c69ee0de6b49f01834b5,ok
val,000000181949_7716,256,256,58069,7467,0,0,7467,0.1139373779296875,23,20,193,127,170,107,1,7467,cat,3fafcc210d9e0d0f5ec8b9099c6d59c4515f542ad043766bada18b6a87741a43,0a12d66657541c2c,ddadb161c7f827130fbfc738d92be1121fab0b23f41df6754dc20b6dc42df58c,ok
val,000000182683_1457,256,256,52877,12659,0,0,12659,0.1931610107421875,43,22,148,198,105,176,1,12659,cat,99207220be6623db59cc10d788bb98aa590174b7bf56db5d9285d96d4558dda3,3656c4666424a8c0,08c7651597989e7fb009fcf615990e1098238d64369beafa1d376c46f0f39d75,ok
val,000000183626_5557,256,256,56845,8691,0,0,8691,0.1326141357421875,53,105,153,245,100,140,1,8691,cat,90f5e3823db083ddddd75279975eb2f3017585537420b23037b20dae7bce2495,0300f1897c66688c,c71e982bd88a3d2936940ec4eef504f0288e26147e4336d6f272e4d3207df881,ok
val,000000184606_667,256,256,61311,0,4225,0,4225,0.0644683837890625,125,61,209,149,84,88,1,4225,dog,8b53a023ec8f5a54198a30846c9e3f7d3f1d6ab36e44b17c253e434e18565953,815ad3e7e793b3d3,72ba18b719e7ae538024d77fa5e50c52660b6d0a0704d82d741e8567161f2861,ok
val,000000189027_7405,256,256,54999,0,10537,0,10537,0.1607818603515625,33,89,205,220,172,131,1,10537,dog,7d30cff6b9bdf4f83e422c7a68a2ac58ce2e5b70108a2f001ebbdcc76abdfb22,97b44283073636cb,f74de2372b3fae09e2855c67c27b46475e54c94567e7bc7ccd593055dcf64fc9,ok
val,000000189129_4539,256,256,64689,0,847,0,847,0.0129241943359375,110,68,134,126,24,58,1,847,dog,88d2b71f5ffcb47d770b7ad8e2ca2d50a0b2535e4329920467dbf462a9a5d09c,18183e7b71e6b0f2,2addfde7d6091e0d63f328a3375d4b6f4c3583b40b6fa2c5d47c63020daa0c6d,ok
val,000000191280_2005,256,256,62958,0,2578,0,2578,0.039337158203125,42,96,113,199,71,103,1,2578,dog,d537e15ede2e58295364555e1bab8a012409ef5866ff31f1f4623675f52a09af,6bf6c0b8b2527d42,28510696778d846aa1d78854f03f1b0dd14716025969e488bbde8ba22478cb76,ok
val,000000194605_3276,256,256,63350,0,2186,0,2186,0.033355712890625,25,147,129,200,104,53,2,2185,dog,313c1e05a41f835c4fbd06291beba30432af89625eba5bb916c19d512385732f,1212129618381080,4cf57d86670916558919796370966a6ea65b87ee7f5f6d55ae7b760dac6dcc4c,ok
val,000000197097_227,256,256,54879,0,10657,0,10657,0.1626129150390625,38,67,198,193,160,126,1,10657,dog,73aceabe3d5e6e3602d35de5f3df97c112f5c1229f5ef6b510619b67f73ce73d,1a9aeccdc08c8ec7,6ae9177136ad76368d269c396c0d2285b59d4087be2bfe80d4ba90c66e029feb,ok
val,000000198176_1617,256,256,63762,0,1774,0,1774,0.027069091796875,117,99,182,170,65,71,1,1774,dog,cf7d87f73e3189767f46b909733bbd773c277a1ed6d44c821d561490d360b539,ededed9a9acf451f,30cc88697aa36aeb902ed3c09ac7f21a5980236650c51aa2c2db91357cc22f98,ok
val,000000198947_3857,256,256,60853,0,4683,0,4683,0.0714569091796875,140,32,236,158,96,126,6,2267,dog,b00654ba01f65d082a0870e466b49ec0dfc1b6029a641a2e6c0c63907d39aa22,5f985cfcf8388018,4a1faa8406e91f8d0bc93c3b3aa481fcb35a8319a050654561af9ce0c4b48f15,ok
val,000000201918_540,256,256,52165,13371,0,0,13371,0.2040252685546875,68,27,209,193,141,166,1,13371,cat,fb22e214b9137717fd36847e78ae83f6dbb2fb102fef61dffbc9a784946da3a9,e6e6078b8f9f3ed8,c52e9ef6515bee042309623a552da81905a35d1c9fce2c4ce77370ae1d006550,ok
val,000000202554_3911,256,256,60762,4774,0,0,4774,0.072845458984375,88,66,152,173,64,107,1,4774,cat,1dbc3b6f2010a11bef68fe587ed96f7baf2132265e1a5a95c39e1d4e2e47aed2,80808816160e0801,cf9cfb33d00c8a9968e1ae46a484837393317004f93fad43e72020b08201ae4f,ok
val,000000203926_3711,256,256,64418,0,1118,0,1118,0.017059326171875,97,51,135,103,38,52,1,1118,dog,de62a8cb3c7007836350b4d14675ee25858e697011b41b74c4708f0d5ae515c4,78a14441cff00180,bdfb1d10bbcab75ec99a8f909e835b7a2e855b526989a2b679bfaf4fb7bc02e3,ok
val,000000205531_1477,256,256,63623,0,1913,0,1913,0.0291900634765625,29,47,96,93,67,46,1,1913,dog,f1a0d62e793afc523fc021105c116241d5dd67dfd46cd897cb9dff0c56f72f10,3191c1098080e000,f3f60571eeff1be2c328334252da2e21344883ec361cc95660ef0b18aa61dd42,ok
val,000000205866_1789,256,256,65203,0,333,0,333,0.0050811767578125,148,157,168,181,20,24,1,333,dog,cabbf1e2a65682841111c1976bb20f205cd890ed68796c6f562fb5f585da99a5,00fffbe9f7f40c3a,6b3a5f3bf52a32103266c915761dc9fcc07a159d6692d8bd2ba8fd534fb66651,ok
val,000000206542_6754,256,256,61131,4405,0,0,4405,0.0672149658203125,160,26,211,183,51,157,1,4405,cat,a4de8f70042e54f20abefd63bd7bcb2b48a89bd3696bde12b3e6a8db64dad619,cb873ffdfcec0e30,b95401592ccbb93b156311a52deeec321d14d3f187786a3b775a3926aa080e4d,ok
val,000000209731_4128,256,256,60047,0,5489,0,5489,0.0837554931640625,143,45,217,241,74,196,5,3407,dog,67a43719a80b88781218e749369eef166b57648f610e910205de039efba01844,4ec7c5c5cdcdcdc5,ce8e0c21775395d816452e737c50bcff6d074860574b86394c8c2b562f350b8d,ok
val,000000210012_62,256,256,63100,0,2436,0,2436,0.03717041015625,114,128,201,199,87,71,1,2436,dog,41e45a369f1a723c879b65116a9034b33ba2d8b2ab4b31fbc6d71f3404b552ce,735f1f3b3f77f7ff,271d5f82f537dccf1e5ab862c3d4b8fb82ba8744548fce0274f660de32509aa0,ok
val,000000220118_1480,256,256,58616,0,6920,0,6920,0.1055908203125,33,58,134,184,101,126,1,6920,dog,fe30d4fc4ed91d8879668b71088ac9dbe3ddd4a483388f68991f1972fc86dd0b,3622d0c8cd4094a8,13db08368e25534b6b1a0867305636c018eb9c33c8a3bb9d8aab9c292c27d3dc,ok
val,000000222026_5120,256,256,48187,0,17349,0,17349,0.2647247314453125,39,62,220,230,181,168,1,17349,dog,f86788e33ad106aba5832431d55ed16713b98c3d1f1f1260476ba25b3ea99539,47450c091bb9d981,d64743946518a0ade043bfd0e8c005a13bdb05c631b634dfd376efad7693c713,ok
val,000000222228_1663,256,256,56303,9233,0,0,9233,0.1408843994140625,61,45,187,204,126,159,1,9233,cat,ab9105730b8fcaea28b5a8989d9d12aa6b4e9ff69e181b668b0b8bcb65f41f04,c9db9f1e1e1e3e9f,b9c625eb52f68645f08bcf0af27f3f43909a5fff2a195bbf478382c47340653d,ok
val,000000226974_6471,256,256,59454,6082,0,0,6082,0.092803955078125,35,100,163,181,128,81,1,6082,cat,6e5d304936e30078edd6c32f73907bd25ae8e296c5b20946a515e9654682dd4b,3b7fe63c1e9eee64,a84a3d2b58cc7d0e08cce959a013a2328df53fa64a8bfc4438bc50be9b20538d,ok
val,000000227947_4987,256,256,52635,0,12901,0,12901,0.1968536376953125,39,39,181,206,142,167,3,12899,dog,b0cca846de5676fcf1323d3630d3a4f578c48a0cab20115c7374fbea96807d09,79f1f0e0e0e02230,a7b2ef81e1d6670c2e3a4094b70fc4b1a3aa5b4377ba06b32d89e2e617f14f56,ok
val,000000229228_3616,256,256,57994,7542,0,0,7542,0.115081787109375,45,58,141,182,96,124,1,7542,cat,0ff9ae1fd551c9dda1944925d4012beda6dfc5904a38e82d356a22b1d521098d,b9b9c9ed6d4981b6,85419aa99ac5962ed0fae646bb1c0314e4a9a7f2e15286bb9f5d6e8f5115531d,ok
val,000000231374_5225,256,256,59242,6294,0,0,6294,0.096038818359375,100,113,201,219,101,106,1,6294,cat,1b6c9a06da5decbbfa9e9484361cca108ed25b5b64811fcbf5be5fe3da159e8f,60420c0607e3664d,fda98940893f62e160a386c5adefb2e79f5a5295adaf3d03ec07b468fb3bd1b9,ok
val,000000232182_6942,256,256,60330,0,5206,0,5206,0.079437255859375,23,108,119,232,96,124,1,5206,dog,58e5739b0231a97b41c7757ec28550fda4bb056665d3c4826074ac1e3177ad1a,cb4ee3142d26aba7,72f5d4f355379fc80a0da948800277be70d16766e110a449c01310d177da331b,ok
val,000000237303_5987,256,256,63496,0,2040,0,2040,0.0311279296875,110,31,171,87,61,56,1,2040,dog,42d7e3361655e1344ccdc10d7fbed5bdbb60013b1a207228f20d95952f0c7729,4f6b723150d82d73,71ab2015a054dbebe097d50f87288756569acba8c9118741c5f3550a4c1fdc87,ok
val,000000239243_4878,256,256,59025,0,6511,0,6511,0.0993499755859375,52,76,199,204,147,128,1,6511,dog,528ed92436edca6f092b900aaf3034ca354f4fa1a02f92a74be4e00f3986abfc,9b631999990921c2,63be6617bf1416ad446cb959199ee1bd45e897d0c265e768b0db0955391ef273,ok
val,000000244712_7428,256,256,59909,5627,0,0,5627,0.0858612060546875,59,26,160,126,101,100,1,5627,cat,7855e49820b95a2bce2fc307eeba1eae66e1e988a678d013a819f990fdb52123,93de9da10efacc09,404536177e7ba911c8582b546d4da531372968060f6fc105c55dae1b5ab5f941,ok
val,000000250400_6034,256,256,60683,4853,0,0,4853,0.0740509033203125,31,103,135,201,104,98,1,4853,cat,042b029502af012c83303b2e33584b5255008bdb92851367d9dc2c3399bb87df,cb4f0fc1c060e0c0,e88fe87aa1efaaf481a1ba55692a4fc5084b3ac909f879c8c866977156a371d0,ok
val,000000253665_193,256,256,50221,15315,0,0,15315,0.2336883544921875,63,35,226,190,163,155,1,15315,cat,d7e27c76e0b64cf894cb314928f9f6f9c1e8377fa1eaa6eb044ebc84a8b981f2,da39652d1d773434,00661f895558d34c9edea08c4e7b89a60adc90cc19e1c2533a6ee52c55c31b01,ok
val,000000254392_161,256,256,50449,15087,0,0,15087,0.2302093505859375,59,21,217,183,158,162,1,15087,cat,8457543b22dba070048086a85aff01be1eb6fb68eeaee81e3746f3c3028c39f3,4946616809c33070,8fd22d8fb1bb7f9026f06ea83dfdbb736b01005b57ec655bb3fddadcf84cbfc1,ok
val,000000256481_1078,256,256,59329,6207,0,0,6207,0.0947113037109375,54,31,168,129,114,98,1,6207,cat,d9e44c7e798054e1397f9288d31099393cc0c60d5ab2dab7bad288b027bd4b00,2b299b9f8fcbbfdb,a10ceaac51efe63cf1e02bb1e31b70fd4532a27269b687cf14a8b262684385fd,ok
val,000000269511_2376,256,256,63314,2222,0,0,2222,0.033905029296875,121,142,193,199,72,57,1,2222,cat,c3b52757c875794399dd9d23304cd98dcd77b38c8e368991d1750d9fb1ac8eb8,0e0e666664463020,470ed9898ae482743680c3b2aa695efdf88f3ada9f3346bb50d61ad316eb3591,ok
val,000000271680_150,256,256,63652,1884,0,0,1884,0.02874755859375,161,152,224,195,63,43,1,1884,cat,472326d58091dd8930c967d300beea3ba3d771dad7e0e600c121f012c5b72479,27818335858c8cb4,04c8eab939639d372d1be4b6bc8c95860db2ef91033fdc4efa296864137d01b3,ok
test,000000242526_4464,256,256,63389,0,2147,0,2147,0.0327606201171875,134,72,170,167,36,95,1,2147,dog,9f54f80d2e3e9775a770d9e7371931c645fcd3a86e41ccabdacb7c959107e864,8eecc5e6e6f6031f,b358f9fc40ff1a15270ba203548ff12f860c88b50cd58b21e79426036a4ab302,ok
test,000000251623_4307,256,256,55407,0,10129,0,10129,0.1545562744140625,57,25,228,146,171,121,1,10129,dog,8e47a47bc3d2d09a777e12f2c77e7f991e19b7ee6aebe159256eddcc45479534,1d1bb397b6169293,76853dcecf22ed70aa86c14aa3a715c5044bffe23cef3de0bede79d57b0f69b6,ok
test,000000255440_7112,256,256,59075,0,6461,0,6461,0.0985870361328125,86,124,194,234,108,110,1,6461,dog,f0a74cd470e2b96d1371296b2128d8dee5bbc41c71ef54a6bcc315b06356f2d4,b7b71f3f2f3676ee,13adb4d5713b9c8b7543ab2a15db642ac1708d9cdde26cf4187553f5361ad2e6,ok
test,000000256577_1983,256,256,56756,0,8780,0,8780,0.13397216796875,140,25,229,189,89,164,1,8780,dog,4bae0f3a2c7bdbe5fd9ae74d14dcf2e9a3a867dcf903987088d570c058f7df05,c4469e363c4d0949,a82d7020186de78e13469915b24e3dabc34b44149564814529d89f5c9b644559,ok
test,000000258129_3143,256,256,60461,0,5075,0,5075,0.0774383544921875,89,60,203,213,114,153,2,5074,dog,5ba9aab287fc9d3b8070510118fc5478b8b95233eeb6a858048ee8672c720fa2,3b9ba424e66066f6,d100767b75a4f930ac1bdd802bcb6945bfa53a4a6071ee86afa170ce2f3a5e91,ok
test,000000260738_2306,256,256,61187,0,4349,0,4349,0.0663604736328125,114,108,177,222,63,114,1,4349,dog,e0b19eb9b3831c325b3323ca5cb45547821bcac82dad61474e0454b3ef76d2e0,49090803139992f8,c35be7cd601aee876c1675ef65d6bb99be3ae4fac2218d74c1347da96d8b2204,ok
test,000000261977_7804,256,256,63367,0,2169,0,2169,0.0330963134765625,39,59,113,147,74,88,1,2169,dog,fdfc65aaa1a70172f3772727570a705d4692005db11962d721d7f291612cf2b7,cb0f243058aa121a,7da9cfd54dad22ee3b34fbe26b2301d0d1c9ccc0d75be80b14a9dd2c2caa34f7,ok
test,000000263377_3285,256,256,64267,0,1269,0,1269,0.0193634033203125,108,66,141,122,33,56,1,1269,dog,9c5ff012b2098c1324386c775e5700d35b1c457eaef402f6a5fc95ab44fcee58,2630484e9aec2131,0e46eb31766c5b3c85823ef3a0d584cb2ebaa45138f4ede10a8ed549f0160045,ok
test,000000270785_126,256,256,62391,0,3145,0,3145,0.0479888916015625,81,146,195,204,114,58,1,3145,dog,144de78882ad83265d5de4d8a2ccd572995cc84765b301f8915fb623abe30898,6073cfcc4e8e0e80,d2f798eacd347a71b1b7e52631022957d5ff5f4a88c737bc5682f6c15a557e6a,ok
test,000000272153_1436,256,256,60030,0,5506,0,5506,0.084014892578125,93,109,192,205,99,96,1,5506,dog,5d3d3e23ca46049e5df2e7a27b8a101753c55d6e293c1b6f7f40eb82d1a5d4de,e2626558cec7e538,fd6e8dd2850a5ca262e316be005cb5dfcc7a8fa5f95d3b7a06dabc3b04338bd0,ok
test,000000279582_4123,256,256,61250,4286,0,0,4286,0.065399169921875,102,94,178,236,76,142,1,4286,cat,f9d1870501370998cd64dfa8fb69fe4abfb748d053afff38e4dad5777a850911,4646c68e0ecf4e8e,012d82c84c92609b47041bfaae46bbc219a49263c702d17ae4dc5547f12d07e5,ok
test,000000282137_4359,256,256,51139,14397,0,0,14397,0.2196807861328125,72,25,224,177,152,152,1,14397,cat,6790c6a90fbc46f92a8e3ebc7bf39d34124abec6a359cb12a78b1b74f87c500f,48731f8b43cffce9,9fd6f468676e80d432016187fd26e6dd6db974b076bd0c8e1ac4aeee8d7c26d3,ok
test,000000282674_160,256,256,59166,0,6370,0,6370,0.097198486328125,77,25,214,115,137,90,1,6370,dog,6cd1077ea40a8f111c1fcb8b4de8a0cbee038f06ab01aa65360137c26503af5b,99cb8e96c8888000,7c4c9abe00e29b2253b51f996872083d4c87d7453e3657fe911188aadf4d82e5,ok
test,000000284148_7566,256,256,57010,8526,0,0,8526,0.130096435546875,37,88,136,222,99,134,1,8526,cat,48b66be24dc7e434e864c6942851c04228fed1c8288c31386b871a38f9e40b9f,67335fc2e6e7e761,01c2d18301825c320aeff42f79761128c3cd6a633ce0860b7febf11ad07a4d66,ok
test,000000284884_6459,256,256,63995,1541,0,0,1541,0.0235137939453125,35,178,91,231,56,53,1,1541,cat,517f93af7765cf5c0aa1f2cfc7dcde49d271d1239fe816c23c1a2c48c6c214f3,30303030f9b9f171,d43b9a32f49f6f1d0faf2c28f99f520f89311487e2633362ca53ce21393afd49,ok
test,000000287567_4976,256,256,51328,0,14208,0,14208,0.216796875,78,73,212,235,134,162,1,14208,dog,2a660cd6ff00d9ac6db82afc49fd81a3aa9988343849e6e36078078ece9783aa,cecc8e8e878f8f26,c78514c127b348c6b6a0d5b05d030979f5c900e93cc32fd075d952877fccd13c,ok
test,000000288724_3875,256,256,60906,4630,0,0,4630,0.070648193359375,83,146,181,219,98,73,1,4630,cat,157cebb0cce93b61b5ea0dec276f597a7c64d06883344899d6de744ec0585463,c7e3e8e051c6242d,ad7c802c01d5c25d9e0651bf59c9831586a202c55a684c023887dce306c32d6e,ok
test,000000293554_45,256,256,60825,0,4711,0,4711,0.0718841552734375,136,84,221,208,85,124,1,4711,dog,d43e03fa765d98feb9ba470de20a5975a897e31b56cb592e7dff729c3af52de1,6626a3d2934bdbd8,129f0113f9fa16eb230c1946d66db2c41369c1283686a0b1e2ea2c0d97c6bcc4,ok
test,000000296676_1149,256,256,60618,0,4918,0,4918,0.075042724609375,58,36,166,166,108,130,1,4918,dog,ccc420cb81e939e591d235c08fa8cf7ae69f31fba599b0cc2efc915779be5567,45571ab232477950,10307ba489548705ae8181c633f913a771f7e13e37d91470a94cc44723a294dd,ok
test,000000298360_4204,256,256,59979,0,5557,0,5557,0.0847930908203125,34,71,126,170,92,99,1,5557,dog,bdef14a436dfa28c7e38e5c9df9b3be3b8f54eeb8eea0390f66b773e4945d53d,1f87e7d5e5cd2d63,e507cf37aaa35dac5f9e11b28232de28ac6d04d0dd9d3edb3c954095f9a0bbdb,ok
test,000000302249_5937,256,256,58825,6711,0,0,6711,0.1024017333984375,79,104,222,230,143,126,1,6711,cat,26aecdb40629b52e46e833b4691c50f6a8b0e6325d7bf8bfb0690876b5a3f7a7,eeee7e796366674b,b2727e10964b905ef6535d9e21199ba609463fe80182551022e14f6edc58c1b0,ok
test,000000303543_1791,256,256,62501,0,3035,0,3035,0.0463104248046875,78,116,215,162,137,46,1,3035,dog,faf214c9bdc8fe35cebf8612ebe746693dab96a66a62ff0a7c79fa3d042f44b1,9cbc9c1687b7b0b0,adef9af95853811ae0afbefead51a20f5a547a94b24ab445102fd345cc5dd7de,ok
test,000000306630_7423,256,256,58794,6742,0,0,6742,0.102874755859375,109,64,184,197,75,133,1,6742,cat,fb5068428ef160b9bdc73140a70820712675e207512bd6fa0868cb826a4e60d8,64f4a91939b8e6f8,55f14bd767e2a348a8a391b460631e316516c2d06394028e77de5dcf2fc5b4d1,ok
test,000000308083_5809,256,256,56245,0,9291,0,9291,0.1417694091796875,45,61,168,208,123,147,1,9291,dog,07bb0e452ab55f27346e65a858d204f7ec043ba7f4deafd7454a40fd72a6c61d,040205a467633371,ebd4e12288905e77122a116004f881277b09a8ab65d8d2b8f781ff0de4c5f6d8,ok
test,000000309044_1768,256,256,61778,3758,0,0,3758,0.057342529296875,161,67,224,160,63,93,1,3758,cat,64de7d81f7418218937657c13e9a4f1be752a50705a0d99be9f02ccf2fc8055c,3a39b8b2e3e2d69c,2ced15733c93d5cd420f3c435dd01217cb960d6516d065ce17e5ef4cdd74a957,ok
test,000000315467_1972,256,256,60671,4865,0,0,4865,0.0742340087890625,84,67,201,170,117,103,1,4865,cat,d4d2a8ee665627d21270e579e1b13c0619434fd49ce5ea8b5c3c8c9fbf9eea1a,8c88030e0e0c0404,ba196733ba878a1c98df4fcb2e813cbc4773320c125e478f0bc67a9e2b4ef0b3,ok
test,000000322321_6994,256,256,61528,4008,0,0,4008,0.0611572265625,55,35,123,126,68,91,1,4008,cat,ba8c604a09ceac3bc6f89a0e4df7b0286daeb6382fe2e6dde3d29e1e45bb2d48,7c3c1818bfe9e4b7,133cf329631230432ba926a12d24bf6adae8b7610fde943f1290be4526e5c0ca,ok
test,000000324772_4097,256,256,57811,0,7725,0,7725,0.1178741455078125,66,76,213,229,147,153,3,7055,dog,2ba8db836a240486053b1f93096f36a88b21a79be4795921bd69675db58b029c,00034cf872716a2c,716a69a7ba8e7696c666c05d9a87aedc0c0956d7eb572953811f493552417767,ok
test,000000326968_748,256,256,56702,0,8834,0,8834,0.134796142578125,54,32,195,162,141,130,1,8834,dog,f77a4aa5e63db170898977893cff48b21fd46dc5e4bdf38f73e73158bed007e5,d8cd4c4c597979e1,ed99091571db64dff8b4eff671f5a38949e123b33dfc6e4bfbc4c467555f3d4e,ok
test,000000329012_2878,256,256,57891,0,7645,0,7645,0.1166534423828125,24,60,198,141,174,81,1,7645,dog,cf43fbfe42507a2dcde25978ba3c1ad77945c3afe3883f194a633db504457a58,256d322727fcb0b4,e0203ea69493926cc1b69f1cde7985cfe0e55c26d9f677c2726d7de68371b990,ok
test,000000336372_1307,256,256,63437,2099,0,0,2099,0.0320281982421875,60,94,112,174,52,80,1,2099,cat,cc58c0b2764c277dc07ae5f9a9fbb49cb99105474c8b7912b78238a98d516bdf,1f171e8fbf70c160,7b7eb34d09bc5d4e179b6ca066520522fadeafb49cfe69aeafea5c03eb6668a7,ok
test,000000347113_140,256,256,62537,2999,0,0,2999,0.0457611083984375,136,90,231,131,95,41,1,2999,cat,9b481a100b6c085f1161dd741c257ec3b2990e3aeb1399e915da7fea5bfa6c5d,7a32b06cdfdefecc,d4ae8347b4c8bbc905748f996f4f512730ee6c4f93298785bad0fb072f7b863d,ok
test,000000348902_2568,256,256,63266,2270,0,0,2270,0.034637451171875,64,123,110,199,46,76,1,2270,cat,1714d29230a6b76db671e0b71920e8579045982da23ff27943a90c4a47dd7f43,597a78585878d9dd,a8199a2579b6692e74496775f4ef16400efb95f9dce8eaae67094991138fd268,ok
test,000000352558_5800,256,256,57848,0,7688,0,7688,0.1173095703125,51,95,214,230,163,135,5,7684,dog,b2a8e79c3ff58206d37e2aa1d0c957b2460a4a3adeca68e587f3d2538d905a1e,00404061de9af38f,d84fe419dc1356f60db9ef5988825016a8c638021f1316bee6d3a73933ffcb89,ok
